20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20150430X91224 | Accident | WPR15LA154B | 04/24/2015 | Van Nuys, CA | United States | 34.206111 | -118.489722 | VNY | VAN NUYS | Non-Fatal | Substantial | Airplane | N6211K | CESSNA | 150M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAXI | Factual | 08/23/2016 | 
20150430X91224 | Accident | WPR15LA154A | 04/24/2015 | Van Nuys, CA | United States | 34.206111 | -118.489722 | VNY | VAN NUYS | Non-Fatal | Minor | Airplane | N309EF | DIAMOND AIRCRAFT IND INC | DA 20 C1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAXI | Factual | 08/23/2016 | 
20150424X61110 | Accident | GAA15CA049 | 04/24/2015 | Clearwater, FL | United States | 27.961389 | -82.727223 | CLW | CLEARWATER AIR PARK | Non-Fatal | Substantial | Airplane | N1576V | CESSNA | 172M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Probable Cause | 09/30/2015 | 
20150429X60027 | Accident | ERA15LA202 | 04/23/2015 | Jacksonville, FL | United States | 30.336389 | -81.514444 | CRG | JACKSONVILLE EXECUTIVE AT CRAI | Non-Fatal | Substantial | Airplane | N8950U | BEECH | D95 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 02/17/2016 | 
20150422X80953 | Accident | GAA15CA047 | 04/22/2015 | Hartwell, GA | United States | 34.382223 | -82.945555 | 0GA2 | AIRNAUTIQUE, INC. | Non-Fatal | Substantial | Airplane | N5616H | PIPER | PA 16 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 10/28/2015 | 
20150422X92015 | Accident | ERA15LA197 | 04/22/2015 | LaGrange, GA | United States | 32.999444 | -85.062222 | LGC | LaGrange-Calloway | Non-Fatal | Substantial | Airplane | N488WT | JAMES KILROY | PITTS MODEL 12 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Probable Cause | 03/02/2016 | 
20150423X02842 | Accident | CEN15WA208 | 04/22/2015 | Norfolk, United Kingdom | United Kingdom |  |  |  |  | Fatal(1) |  | Airplane |  | EDGE | 360 |  |  |  |  |  |  |  | 1 |  |  |  |  | MANEUVERING | Foreign |  | 
20150424X81527 | Accident | WPR15FA152 | 04/21/2015 | Mt Tom, OR | United States | 44.217223 | -122.979167 | 77S | Hobby Field | Fatal(1) | Destroyed | Airplane | N1729J | PIPER | PA 28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | CRUISE | Preliminary | 04/30/2015 | 
20150501X24825 | Accident | GAA15CA054 | 04/21/2015 | Campbellsville, KY | United States | 37.360833 | -85.305833 | AAS | TAYLOR COUNTY | Non-Fatal | Substantial | Airplane | N9523E | BELLANCA | 1730 - A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150430X00434 | Accident | GAA15CA052 | 04/21/2015 | West Plains, MO | United States | 36.884444 | -91.902778 | UNO | WEST PLAINS RGNL | Non-Fatal | Substantial | Airplane | N332AL | ARION AIRCRAFT LLC | LIGHTNING LS-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150601X93611 | Incident | ENG15RA023 | 04/21/2015 | Islamabad, Pakistan, Pakistan | Pakistan |  |  |  |  | Incident |  | Airplane |  | BOEING | 400 | No |  | Turbo Fan |  |  |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20150423X23403 | Accident | GAA15CA048 | 04/20/2015 | Boise, ID | United States | 43.564167 | -116.225278 | BOI | BOISE AIR TERMINAL/GOWEN FLD | Non-Fatal | Substantial | Airplane | N180UB | CESSNA | 180J | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150421X13528 | Accident | ERA15WA195 | 04/20/2015 | Punta Cana, Dominican Republic | Dominican Republic | 18.567223 | -68.363333 |  | N/A | Fatal(7) | Destroyed | Airplane |  | PIPER | PA-32-300 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 7 |  |  |  |  | CRUISE | Foreign |  | 
20150420X84706 | Accident | ERA15FA191 | 04/20/2015 | Lakeland, FL | United States | 27.993055 | -81.989166 | LAL | LAKELAND LINDER RGNL | Non-Fatal | Substantial | Airplane | N608MR | MOONEY INTERNATIONAL CORP | M20TN | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Preliminary | 04/29/2015 | 
20150421X14605 | Accident | GAA15CA046 | 04/19/2015 | Naples, FL | United States | 26.152500 | -81.775556 | APF | NAPLES MUNICIPAL | Non-Fatal | Substantial | Airplane | N100PM | CESSNA | 172S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 06/09/2015 | 
20150420X00535 | Accident | ERA15LA192 | 04/19/2015 | Fort Myers, FL | United States | 26.732778 | -81.897222 | 94FL | PINE SHADOWS AIRPARK | Non-Fatal | Substantial | Airplane | N88AX | CIRRUS DESIGN CORP | SR22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Probable Cause | 10/21/2015 | 
20150421X05551 | Accident | ANC15CA022 | 04/19/2015 | Nondalton, AK | United States | 59.980278 | -154.839444 | 5NN | NONDALTON | Non-Fatal | Substantial | Airplane | N2894Z | PIPER | PA 18A 150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20150526X85029 | Accident | WPR15LA167 | 04/18/2015 | Puyallup, WA | United States | 47.102222 | -122.285555 | PLU | Pierce County Airport - Thun F | Non-Fatal | Substantial | Airplane | N84MD | BEECH | F33A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 09/14/2016 | 
20150418X35909 | Accident | WPR15LA150 | 04/18/2015 | Redding, CA | United States | 40.505278 | -122.289444 |  | N/A | Fatal(1) | Destroyed | Airplane | N3535M | CESSNA | 206H | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Probable Cause | 01/21/2016 | 
20150501X33309 | Accident | GAA15CA055 | 04/18/2015 | Honesdale, PA | United States | 41.574167 | -75.255833 | N30 | CHERRY RIDGE | Non-Fatal | Substantial | Airplane | N38MM | BEECH | C 50 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 03/14/2016 | 
20150421X62657 | Accident | GAA15CA045 | 04/18/2015 | Newport, RI | United States | 41.533334 | -71.281945 | UUU | NEWPORT STATE | Non-Fatal | Substantial | Airplane | N684CT | FLIGHT DESIGN GMBH | CTSW | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150421X30702 | Accident | GAA15CA044 | 04/18/2015 | Slate Hill, NY | United States | 41.406944 | -74.532223 | NK79 | LEWIS LANDING | Non-Fatal | Substantial | Airplane | N9299U | CESSNA | 150M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150417X03828 | Accident | GAA15CA042 | 04/18/2015 | Mize, MS | United States | 31.855278 | -89.522778 |  | N/A | Non-Fatal | Substantial | Airplane | N76452 | CESSNA | 140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Unknown |  |  |  | 1 |  | VMC | LANDING | Probable Cause | 10/27/2015 | 
20150420X64153 | Accident | ERA15LA190 | 04/18/2015 | Winchester, TN | United States | 35.167500 | -86.065833 | BGF | WINCHESTER MUNI | Non-Fatal | Substantial | Airplane | N9680M | MOONEY | M20C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 5 |  | VMC | STANDING | Preliminary | 04/28/2015 | 
20150420X82410 | Accident | ERA15LA189 | 04/18/2015 | Titusville, FL | United States | 28.514722 | -80.799166 | TIX | SPACE COAST RGNL | Non-Fatal | Substantial | Airplane | N400BZ | CESSNA | LC41-550FG | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Preliminary | 05/04/2015 | 
20150501X25643 | Accident | CEN15LA212 | 04/18/2015 | Smithville, TX | United States |  |  |  |  | Non-Fatal | Minor | Powered Parachute | XXXX | BUCKEYE | BREEZE |  |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  |  | TAKEOFF | Preliminary | 05/13/2015 | 
20150421X33923 | Accident | CEN15LA205 | 04/18/2015 | Burneyville, OK | United States | 33.925834 | -97.296389 | 37K | Falconhead Airport | Non-Fatal | Substantial | Airplane | N12DR | DOUGLAS RIPLEY | PITTS MODEL 12 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | APPROACH | Preliminary | 04/22/2015 | 
20150420X05717 | Accident | CEN15CA203 | 04/18/2015 | Independence, IA | United States | 42.450000 | -91.947777 | KIIB | Independence Municipal Airport | Non-Fatal | Substantial | Airplane | N1558D | CESSNA | 195A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Probable Cause | 05/13/2015 | 
20150417X02428 | Accident | WPR15LA149 | 04/17/2015 | La Quinta, CA | United States | 33.681945 | -116.266945 |  | N/A | Non-Fatal | Substantial | Airplane | N162SC | PIPER | PA 18-150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Banner Tow |  |  |  | 1 |  | VMC | MANEUVERING | Preliminary | 05/06/2015 | 
20150504X14247 | Accident | GAA15CA058 | 04/17/2015 | Tamuning, GU | United States | 13.483889 | 144.799166 | GUM | GUAM INTL | Non-Fatal | Substantial | Airplane | N9853L | CESSNA | 172P | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150424X91445 | Accident | GAA15CA050 | 04/17/2015 | DEER LODGE, MT | United States | 46.383056 | -112.760278 | 38S | DEER LODGE-CITY-COUNTY | Non-Fatal | Substantial | Airplane | N7374W | PIPER | PA 28-180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/28/2015 | 
20150422X44915 | Accident | ERA15CA196 | 04/17/2015 | Sebastian, FL | United States | 27.813333 | -80.495555 | X26 | Sebastian Municipal Airport | Non-Fatal | Substantial | Airplane | N66090 | CESSNA | 172P | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 05/13/2015 | 
20150417X20434 | Accident | CEN15LA199 | 04/17/2015 | Diboll, TX | United States | 31.166667 | -94.791666 | LFK | ANGELINA COUNTY | Non-Fatal | Substantial | Airplane | N421PK | CESSNA | 421B | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 | 2 |  | IMC | TAKEOFF | Probable Cause | 08/25/2015 | 
20150423X75710 | Incident | ERA15IA198 | 04/16/2015 | Orlando, FL | United States | 28.429445 | -81.308889 | MCO | Orlando International | Incident | Minor | Airplane | N610RL | DASSAULT-BREGUET | MYSTERE FALCON 900 | No | 3 | Turbo Fan | Part 91: General Aviation |  | Executive/Corporate |  |  |  |  | 15 | VMC | DESCENT | Preliminary | 04/30/2015 | 
20150417X31155 | Accident | ERA15CA188 | 04/16/2015 | Gulf Shores, AL | United States | 30.289444 | -87.671667 | JKA | JACK EDWARDS | Non-Fatal | Substantial | Weight-Shift | N415PM | P&M AVIATION LTD. | PULSR | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 08/11/2015 | 
20150420X02310 | Accident | CEN15LA202 | 04/16/2015 | Rifle, CO | United States | 39.525834 | -107.728056 | RIL | GARFIELD COUNTY RGNL | Non-Fatal | Substantial | Airplane | N2691W | FAIRCHILD | SA227 AC | No | 2 | Turbo Prop | Part 135: Air Taxi & Commuter | SCHD |  | KEY LIME AIR CORPORATION (DBA: DENVER AIR CONNECTION) |  |  |  | 1 | IMC | TAKEOFF | Preliminary | 04/23/2015 | 
20150417X55123 | Accident | GAA15CA043 | 04/15/2015 | Greer, SC | United States | 34.890555 | -82.217778 | GSP | GREENVILLE SPARTANBURG INTL | Non-Fatal | Substantial | Airplane | N688AN | SHORT BROS | SD 360-300 | No | 2 | Turbo Prop | Part 135: Air Taxi & Commuter | NSCH |  | Air Cargo Carriers (DBA: Air Cargo Carriers) |  |  |  | 1 | VMC | STANDING | Probable Cause | 10/08/2015 | 
20150429X55135 | Accident | ERA15LA201 | 04/15/2015 | Macon, MS | United States | 33.105833 | -88.556389 |  | N/A | Non-Fatal | Substantial | Airplane | N9799G | UNIVERSAL STINSON | 108-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | DESCENT | Preliminary | 05/19/2015 | 
20150416X44654 | Accident | ERA15LA187 | 04/15/2015 | Lancaster, NY | United States | 42.921111 | -78.594166 | BQR | BUFFALO-LANCASTER RGNL | Non-Fatal | Substantial | Airplane | N7598R | PIPER | PA-28-140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 10/21/2015 | 
20150420X13730 | Accident | CEN15LA204 | 04/15/2015 | Maysville, OK | United States | 34.834166 | -97.466667 |  | N/A | Non-Fatal | Substantial | Airplane | N7951 | GRUMMAN | G 164A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | CRUISE | Probable Cause | 04/26/2016 | 
20150416X53304 | Accident | CEN15LA198 | 04/15/2015 | Dunlap, IL | United States | 40.922500 | -89.678889 |  | N/A | Non-Fatal | Substantial | Helicopter | N754R | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | CLIMB | Factual | 09/06/2016 | 
20150414X13623 | Accident | WPR15LA146 | 04/14/2015 | Hilo, HI | United States | 19.724723 | -155.053333 | ITO | HILO INTL | Non-Fatal | Substantial | Airplane | N12842 | CESSNA | 172M | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 3 |  |  | VMC | TAKEOFF | Preliminary | 05/05/2015 | 
20150415X70509 | Accident | WPR15FA147 | 04/14/2015 | Lebec, CA | United States | 34.876667 | -118.829445 |  | N/A | Fatal(1) | Destroyed | Airplane | N75BH | ROBERT C. HANSON | PITTS S2E | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | IMC |  | Probable Cause | 05/02/2016 | 
20150505X03851 | Accident | CEN15LA219 | 04/14/2015 | Evart, MI | United States | 43.894722 | -85.284722 | 9C8 | Evart Municipal Airport | Non-Fatal | Substantial | Airplane | N850WM | SOCATA | TBM700 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 09/14/2016 | 
20150415X25713 | Accident | ANC15FA021 | 04/14/2015 | Whittier, AK | United States | 60.707222 | -148.103611 | VDZ | VALDEZ PIONEER FIELD | Fatal(1) | Substantial | Airplane | N9247C | CESSNA | 180 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | IMC | DESCENT | Probable Cause | 05/16/2016 | 
20150414X21242 | Accident | WPR15WA145 | 04/13/2015 | Ziyang City, China, China | China | 30.392500 | 104.970278 |  |  | Fatal(1) | Substantial | Helicopter |  | BELL | 206 - B | No |  |  |  |  |  |  | 1 |  |  |  |  | MANEUVERING | Foreign |  | 
20150427X00955 | Accident | ERA15RA199 | 04/13/2015 | North Vancouver, Canada | Canada | 49.423056 | -123.005278 |  | N/A | Fatal(2) | Destroyed | Airplane |  | SWEARINGEN | SA226-TC | No | 2 | Turbo Prop | Non-U.S., Commercial | NSCH |  |  | 2 |  |  |  |  | CLIMB | Foreign |  | 
20150414X80139 | Accident | ERA15LA184 | 04/13/2015 | Shelter Island, NY | United States | 41.055833 | -72.360833 | PVT | Klenawicus Airfield | Non-Fatal | Substantial | Airplane | N30283 | CESSNA AIRCRAFT CO | 162 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | TAKEOFF | Probable Cause | 01/21/2016 | 
20150518X32640 | Accident | GAA15CA075 | 04/12/2015 | Intercourse, PA | United States | 40.120000 | -76.290000 |  | N/A | Non-Fatal | Substantial | Balloon | N3099F | HEAD BALLOONS INC. | AX8 105 - NO SERIES | No | 2 | None | Part 91: General Aviation |  | Other Work Use |  |  |  | 3 | 1 | VMC | TAKEOFF | Probable Cause | 01/21/2016 | 
20150413X15532 | Accident | GAA15CA038 | 04/12/2015 | Sherwood, OR | United States | 45.343889 | -122.879723 |  | N/A | Non-Fatal | Substantial | Balloon | N890VB | ULTRAMAGIC | M90 - NO SERIES | No |  |  | Part 91: General Aviation |  | Other Work Use |  |  |  | 2 | 1 | VMC | LANDING | Probable Cause | 01/21/2016 | 
20150413X92126 | Accident | ERA15WA182B | 04/12/2015 | Santander, Colombia | Colombia | 6.826111 | -73.359444 | SKEJ | Barrancabermea/ Yariguies Air | Fatal(3) | Substantial | Airplane |  | CESSNA | 150M | No |  |  | Non-U.S., Non-Commercial |  | Instructional |  | 3 |  |  |  |  |  | Foreign |  | 
20150413X92126 | Accident | ERA15WA182A | 04/12/2015 | Santander, Colombia | Colombia | 6.826111 | -73.359444 | SKEJ | Barrancabermea/ Yariguies Air | Fatal(3) | Substantial | Airplane |  | CESSNA | 172S | No |  |  | Non-U.S., Non-Commercial |  | Instructional |  | 3 |  |  |  |  |  | Foreign |  | 
20150412X71847 | Accident | ERA15FA181 | 04/12/2015 | Fort Lauderdale, FL | United States | 26.201667 | -80.177500 | FXE | Fort Lauderdale Executive | Fatal(4) | Destroyed | Airplane | N119RL | PIPER | PA-31T1 | No | 2 | Turbo Prop | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | VMC | APPROACH | Preliminary | 04/29/2015 | 
20150731X03009 | Incident | DCA15WA156 | 04/12/2015 | Zurich, Switzerland | Switzerland |  |  |  |  | Incident |  | Airplane |  | BOEING COMPANY | BOEING 737-530 |  | 2 |  |  |  |  |  |  |  |  |  |  | CLIMB | Foreign |  | 
20150412X21537 | Accident | ANC15LA020 | 04/12/2015 | Bettles, AK | United States | 67.213056 | -151.431667 | BTT | BETTLES | Non-Fatal | Substantial | Airplane | N4697C | CESSNA | 170B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAKEOFF | Probable Cause | 06/01/2016 | 
20150411X00323 | Accident | WPR15FA144 | 04/11/2015 | Prescott Valley, AZ | United States | 34.680834 | -112.296944 | AZ86 | A.C. Goodwin Memorial Field | Fatal(1) | Substantial | Glider | N352D | SCHEMPP-HIRTH | STANDARD CIRRUS | No |  |  | Part 91: General Aviation |  | Glider Tow |  | 1 |  |  |  | VMC | TAKEOFF | Probable Cause | 05/02/2016 | 
20150414X13339 | Accident | GAA15CA040 | 04/11/2015 | LaFayette, GA | United States | 34.603611 | -85.457222 | GE11 | HOGJOWL | Non-Fatal | Substantial | Airplane | N646RV | TROM WAYNE | VANS RV6A | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/27/2015 | 
20150421X00048 | Accident | ERA15WA193 | 04/11/2015 | Assuncao do Piaui, Brazil | Brazil | -5.662222 | -41.045833 |  | N/A | Fatal(1) | Destroyed | Airplane |  | CESSNA | 210L | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  |  |  | UNK | MANEUVERING | Foreign |  | 
20150413X92719 | Accident | ERA15LA183 | 04/11/2015 | Spring City, TN | United States | 35.686666 | -84.889166 |  | N/A | Non-Fatal | Substantial | Airplane | N82658 | AERONCA | 7AC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 04/29/2015 | 
20150413X23104 | Accident | CEN15LA195 | 04/11/2015 | Chippewa Falls, WI | United States | 45.000000 | -91.383611 | 3WI9 | Rosenbaum Field Airport | Fatal(1) | Substantial | Airplane | N30796 | QUAD CITY | CHALLENGER - II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | APPROACH | Preliminary | 04/20/2015 | 
20150413X45158 | Accident | CEN15CA196 | 04/11/2015 | Cambridge, OH | United States | 39.975000 | 81.577500 | CDI | Cambridge Muni | Non-Fatal | Substantial | Airplane | N85664 | AERONCA | 7AC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 05/13/2015 | 
20150411X00127 | Accident | WPR15FA143 | 04/10/2015 | Challis, ID | United States | 44.593889 | -114.818334 | U72 | UPPER LOON CREEK USFS | Fatal(4) | Substantial | Airplane | N732YQ | CESSNA | T210M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | VMC | TAKEOFF | Probable Cause | 07/25/2016 | 
20150827X41302 | Accident | ERA15LA328 | 04/10/2015 | Caribbean Sea, Unknown | Unknown | 22.416667 | -74.833334 |  | N/A | Non-Fatal | Substantial | Airplane | N450KK | GULFSTREAM AEROSPACE | G IV | No | 2 | TF, TJ | Part 91: General Aviation |  | Positioning |  |  |  |  | 2 | VMC |  | Preliminary | 09/30/2015 | 
20150414X14522 | Incident | ENG15IA017 | 04/10/2015 | Victorville, CA | United States |  |  |  |  | Incident | Minor | Airplane | N624RH | BOEING | 707 338C |  | 4 |  | Part 91: General Aviation |  | Positioning |  |  |  |  | 5 |  | CLIMB | Preliminary | 04/14/2015 | 
20150414X35038 | Accident | CEN15CA197 | 04/10/2015 | Longmont, CO | United States | 40.164444 | 120.816667 | LMO | Vance Brand Airport | Non-Fatal | Substantial | Airplane | N824C | RENNICKE MIDGET MUSTA | MM1 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 05/13/2015 | 
20150421X91403 | Incident | ENG15WA018 | 04/08/2015 | Klatovy, Czech Republic, Czech Republic | Czech Republic | 49.418334 | 13.321945 | LKKT | Klatovy | Incident | Minor | Airplane |  | SHORT BROTHERS & HARLAND LTD. | SC-7 SKYVAN S3 |  | 2 | Turbo Prop |  |  |  |  |  |  |  |  |  | DESCENT | Foreign |  | 
20150422X94017 | Accident | CEN15LA207 | 04/07/2015 | Jennings, LA | United States | 30.242777 | -92.673611 | 3R7 | JENNINGS | Non-Fatal | Substantial | Airplane | N30981 | CESSNA | 177B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 04/26/2016 | 
20150407X70528 | Accident | CEN15FA190 | 04/07/2015 | Bloomington, IL | United States | 40.496111 | 88.868056 | BMI | Central Illinois Regional | Fatal(7) | Substantial | Airplane | N789UP | CESSNA | 414A | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  | 7 |  |  |  | IMC | GO-AROUND | Preliminary | 04/15/2015 | 
20150407X21728 | Accident | GAA15CA035 | 04/06/2015 | FARMINGDALE, NJ | United States | 40.186111 | -74.123611 | BLM | MONMOUTH EXECUTIVE | Non-Fatal | Substantial | Airplane | N179BA | CESSNA | 152 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/27/2015 | 
20150407X25105 | Accident | GAA15CA034 | 04/06/2015 | Portland, TN | United States | 36.592500 | -86.476945 | 1M5 | PORTLAND MUNI | Non-Fatal | Substantial | Airplane | N3586Y | CESSNA | 182F | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Probable Cause | 09/11/2015 | 
20150406X81603 | Accident | ERA15LA177 | 04/06/2015 | Allentown, PA | United States | 40.570278 | -75.488333 | XLL | Queen City | Non-Fatal | Substantial | Airplane | N4826H | MOONEY | M20J | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 10/21/2015 | 
20150407X12857 | Accident | ERA15FA178 | 04/06/2015 | Cherokee, AL | United States | 34.842777 | -87.934444 |  | N/A | Fatal(1) | Substantial | Helicopter | N555JC | HUGHES | 369D | No |  | Turbo Shaft | Part 91: General Aviation |  | Positioning |  | 1 |  |  |  | IMC |  | Probable Cause | 06/27/2016 | 
20150407X11506 | Accident | WPR15LA142 | 04/05/2015 | Reno, NV | United States | 39.525556 | -119.809444 |  | N/A | Non-Fatal | Substantial | Glider | N27QV | SCHLEICHER | ASW 27 | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | UNK | MANEUVERING | Preliminary | 04/07/2015 | 
20150407X51700 | Accident | GAA15CA036 | 04/05/2015 | Drexel, MO | United States | 38.480556 | -94.607778 |  | N/A | Non-Fatal | Substantial | Airplane | N3768A | PIPER | PA 22-135 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Probable Cause | 10/27/2015 | 
20150406X95205 | Accident | WPR15LA141 | 04/04/2015 | Santa Maria, CA | United States | 34.907778 | -120.515556 | SMX | Santa Maria Public Airport. | Non-Fatal | Substantial | Airplane | N5469T | PIPER | PA 28R-200 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 | 1 | VMC | TAKEOFF | Probable Cause | 01/05/2016 | 
20150514X40058 | Accident | GAA15CA070 | 04/04/2015 | Cornelia, GA | United States | 34.500833 | -83.555000 | AJR | HABERSHAM COUNTY | Non-Fatal | Substantial | Airplane | N7153Z | PIPER | PA 18-150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 11/02/2015 | 
20150408X32509 | Accident | GAA15CA037 | 04/04/2015 | Surprise, AZ | United States | 33.593889 | -112.421111 | GEU | GLENDALE MUNI | Non-Fatal | Substantial | Airplane | N593J | JABIRU | JABIRU - SP | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 10/27/2015 | 
20150407X40208 | Accident | CEN15WA191 | 04/04/2015 | Loch Etive, United Kingdom | United Kingdom |  |  |  | N/A | Fatal(2) | Destroyed | Airplane |  | PIPER AIRCRAFT CORPORATION | PIPER PA-28-140 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  |  |  | 2 |  |  |  | UNK | MANEUVERING | Foreign |  | 
20150420X91520 | Incident | CEN15IA200 | 04/04/2015 | Brickeys, AR | United States | 34.841111 | -90.527223 | 15AR | Dawson's Airport | Incident | Minor | Airplane | N623LA | AIR TRACTOR INC | AT 402A | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 12/14/2015 | 
